start_lat,start_lon,end_lat,end_lon,distance,duration,hour
33.62153112788145,-7.598809830440414,33.58087274464175,-7.586249460236094,7754.4,894.3103105895489,4
33.580812236178204,-7.623309047968962,33.64855288460268,-7.569350010424152,8669.2,762.474658847046,13
33.6213864953369,-7.605143004669113,33.571648661301396,-7.5875908811413355,8082.1,1679.9637902262864,20
33.585510407381975,-7.561435858728646,33.58636954330197,-7.625538184521764,7019.2,531.2,21
33.590967555655666,-7.633838457292632,33.64990238563453,-7.6231910881710965,5624.4,1286.2495946572872,17
33.590113411110615,-7.590491967688434,33.59296939195418,-7.580527686376303,1529.0,112.2972853135669,5
33.61039630013649,-7.615052465037788,33.63445681740765,-7.562951674355257,8145.6,1192.5789280110178,20
33.60768075670984,-7.618422980890381,33.60337902774313,-7.585232021237978,4845.4,801.1479477964829,18
33.551965674973566,-7.578750427814744,33.582015652503,-7.570606901556016,5015.9,358.3,16
33.57734386987869,-7.609112228281344,33.55223812460032,-7.582879103944618,4882.0,496.1,21
33.64816675990149,-7.5847909483311975,33.5592564912011,-7.569640471723287,10975.5,997.7272395187325,4
33.57883903396524,-7.629431515780615,33.63593048156756,-7.582649457085215,7159.8,1112.8,23
33.6005950981772,-7.565278437604201,33.55723336478475,-7.600666165572225,7613.1,572.0150131909485,3
33.58082402418734,-7.645850245897425,33.59803719250226,-7.618348774546191,4447.1,316.43125993930505,4
33.571198549061506,-7.643821685049029,33.5728772639265,-7.590615506049817,5960.0,540.2,11
33.59409460562275,-7.590332458293374,33.6049508828332,-7.611344876563866,3476.2,565.027388981117,13
33.55464656536586,-7.5873325740975455,33.61090284242284,-7.593360302825612,8590.8,1295.3956358641722,7
33.557819237003834,-7.592530911793134,33.62049070637025,-7.577947609686809,11044.7,1268.5501774548882,7
33.559502793341665,-7.5563511940894035,33.623200206679336,-7.641909645494637,12199.4,1133.8429562369208,14
33.6035351240418,-7.631997581692866,33.60968093249371,-7.589996427810611,7106.4,502.1320884452334,3
33.643655648433445,-7.568731971009258,33.59997056594548,-7.6159260807670535,6546.4,597.7625730561751,12
33.61570679540475,-7.575245222374722,33.59696817445197,-7.551982211269038,5885.5,419.5381666630536,2
33.64073887129076,-7.563646402737783,33.572107419897996,-7.563515860650648,7958.2,538.8114046640086,2
33.57771859323016,-7.577508604493096,33.646636460831026,-7.590253031661631,9243.1,1256.7,23
33.58514143966131,-7.647782743639069,33.63528045587235,-7.570769380714028,10310.2,788.4,6
